vin	V(in)	V(out)
4.909999999999622e-001	4.910000e-001	1.794829e+000
4.910999999999622e-001	4.911000e-001	1.794818e+000
4.911999999999622e-001	4.912000e-001	1.794807e+000
4.912999999999622e-001	4.913000e-001	1.794796e+000
4.913999999999622e-001	4.914000e-001	1.794785e+000
4.914999999999622e-001	4.915000e-001	1.794775e+000
4.915999999999622e-001	4.916000e-001	1.794764e+000
4.916999999999622e-001	4.917000e-001	1.794753e+000
4.917999999999622e-001	4.918000e-001	1.794742e+000
4.918999999999622e-001	4.919000e-001	1.794731e+000
4.919999999999621e-001	4.920000e-001	1.794719e+000
4.920999999999621e-001	4.921000e-001	1.794708e+000
4.921999999999621e-001	4.922000e-001	1.794697e+000
4.922999999999621e-001	4.923000e-001	1.794686e+000
4.923999999999621e-001	4.924000e-001	1.794675e+000
4.924999999999621e-001	4.925000e-001	1.794664e+000
4.925999999999621e-001	4.926000e-001	1.794653e+000
4.926999999999621e-001	4.927000e-001	1.794642e+000
4.927999999999621e-001	4.928000e-001	1.794630e+000
4.928999999999620e-001	4.929000e-001	1.794619e+000
4.929999999999620e-001	4.930000e-001	1.794608e+000
4.930999999999620e-001	4.931000e-001	1.794597e+000
4.931999999999620e-001	4.932000e-001	1.794585e+000
4.932999999999620e-001	4.933000e-001	1.794574e+000
4.933999999999620e-001	4.934000e-001	1.794563e+000
4.934999999999620e-001	4.935000e-001	1.794551e+000
4.935999999999620e-001	4.936000e-001	1.794540e+000
4.936999999999620e-001	4.937000e-001	1.794529e+000
4.937999999999619e-001	4.938000e-001	1.794517e+000
4.938999999999619e-001	4.939000e-001	1.794506e+000
4.939999999999619e-001	4.940000e-001	1.794495e+000
4.940999999999619e-001	4.941000e-001	1.794483e+000
4.941999999999619e-001	4.942000e-001	1.794472e+000
4.942999999999619e-001	4.943000e-001	1.794460e+000
4.943999999999619e-001	4.944000e-001	1.794448e+000
4.944999999999619e-001	4.945000e-001	1.794437e+000
4.945999999999619e-001	4.946000e-001	1.794425e+000
4.946999999999618e-001	4.947000e-001	1.794414e+000
4.947999999999618e-001	4.948000e-001	1.794402e+000
4.948999999999618e-001	4.949000e-001	1.794391e+000
4.949999999999618e-001	4.950000e-001	1.794379e+000
4.950999999999618e-001	4.951000e-001	1.794367e+000
4.951999999999618e-001	4.952000e-001	1.794356e+000
4.952999999999618e-001	4.953000e-001	1.794344e+000
4.953999999999618e-001	4.954000e-001	1.794332e+000
4.954999999999618e-001	4.955000e-001	1.794320e+000
4.955999999999617e-001	4.956000e-001	1.794309e+000
4.956999999999617e-001	4.957000e-001	1.794297e+000
4.957999999999617e-001	4.958000e-001	1.794285e+000
4.958999999999617e-001	4.959000e-001	1.794273e+000
4.959999999999617e-001	4.960000e-001	1.794261e+000
4.960999999999617e-001	4.961000e-001	1.794249e+000
4.961999999999617e-001	4.962000e-001	1.794237e+000
4.962999999999617e-001	4.963000e-001	1.794226e+000
4.963999999999617e-001	4.964000e-001	1.794214e+000
4.964999999999616e-001	4.965000e-001	1.794202e+000
4.965999999999616e-001	4.966000e-001	1.794190e+000
4.966999999999616e-001	4.967000e-001	1.794178e+000
4.967999999999616e-001	4.968000e-001	1.794166e+000
4.968999999999616e-001	4.969000e-001	1.794154e+000
4.969999999999616e-001	4.970000e-001	1.794142e+000
4.970999999999616e-001	4.971000e-001	1.794129e+000
4.971999999999616e-001	4.972000e-001	1.794117e+000
4.972999999999616e-001	4.973000e-001	1.794105e+000
4.973999999999615e-001	4.974000e-001	1.794093e+000
4.974999999999615e-001	4.975000e-001	1.794081e+000
4.975999999999615e-001	4.976000e-001	1.794069e+000
4.976999999999615e-001	4.977000e-001	1.794056e+000
4.977999999999615e-001	4.978000e-001	1.794044e+000
4.978999999999615e-001	4.979000e-001	1.794032e+000
4.979999999999615e-001	4.980000e-001	1.794020e+000
4.980999999999615e-001	4.981000e-001	1.794007e+000
4.981999999999615e-001	4.982000e-001	1.793995e+000
4.982999999999614e-001	4.983000e-001	1.793983e+000
4.983999999999614e-001	4.984000e-001	1.793970e+000
4.984999999999614e-001	4.985000e-001	1.793958e+000
4.985999999999614e-001	4.986000e-001	1.793946e+000
4.986999999999614e-001	4.987000e-001	1.793933e+000
4.987999999999614e-001	4.988000e-001	1.793921e+000
4.988999999999614e-001	4.989000e-001	1.793908e+000
4.989999999999614e-001	4.990000e-001	1.793896e+000
4.990999999999614e-001	4.991000e-001	1.793883e+000
4.991999999999613e-001	4.992000e-001	1.793871e+000
4.992999999999613e-001	4.993000e-001	1.793858e+000
4.993999999999613e-001	4.994000e-001	1.793846e+000
4.994999999999613e-001	4.995000e-001	1.793833e+000
4.995999999999613e-001	4.996000e-001	1.793820e+000
4.996999999999613e-001	4.997000e-001	1.793808e+000
4.997999999999613e-001	4.998000e-001	1.793795e+000
4.998999999999613e-001	4.999000e-001	1.793782e+000
4.999999999999613e-001	5.000000e-001	1.793769e+000
5.000999999999612e-001	5.001000e-001	1.793757e+000
5.001999999999612e-001	5.002000e-001	1.793744e+000
5.002999999999612e-001	5.003000e-001	1.793731e+000
5.003999999999612e-001	5.004000e-001	1.793718e+000
5.004999999999612e-001	5.005000e-001	1.793706e+000
5.005999999999612e-001	5.006000e-001	1.793693e+000
5.006999999999612e-001	5.007000e-001	1.793680e+000
5.007999999999612e-001	5.008000e-001	1.793667e+000
5.008999999999612e-001	5.009000e-001	1.793654e+000
5.009999999999611e-001	5.010000e-001	1.793641e+000
5.010999999999611e-001	5.011000e-001	1.793628e+000
5.011999999999611e-001	5.012000e-001	1.793615e+000
5.012999999999611e-001	5.013000e-001	1.793602e+000
5.013999999999611e-001	5.014000e-001	1.793589e+000
5.014999999999611e-001	5.015000e-001	1.793576e+000
5.015999999999611e-001	5.016000e-001	1.793563e+000
5.016999999999611e-001	5.017000e-001	1.793550e+000
5.017999999999611e-001	5.018000e-001	1.793537e+000
5.018999999999610e-001	5.019000e-001	1.793524e+000
5.019999999999610e-001	5.020000e-001	1.793511e+000
5.020999999999610e-001	5.021000e-001	1.793497e+000
5.021999999999610e-001	5.022000e-001	1.793484e+000
5.022999999999610e-001	5.023000e-001	1.793471e+000
5.023999999999610e-001	5.024000e-001	1.793458e+000
5.024999999999610e-001	5.025000e-001	1.793444e+000
5.025999999999610e-001	5.026000e-001	1.793431e+000
5.026999999999610e-001	5.027000e-001	1.793418e+000
5.027999999999609e-001	5.028000e-001	1.793404e+000
5.028999999999609e-001	5.029000e-001	1.793391e+000
5.029999999999609e-001	5.030000e-001	1.793378e+000
5.030999999999609e-001	5.031000e-001	1.793364e+000
5.031999999999609e-001	5.032000e-001	1.793351e+000
5.032999999999609e-001	5.033000e-001	1.793337e+000
5.033999999999609e-001	5.034000e-001	1.793324e+000
5.034999999999609e-001	5.035000e-001	1.793310e+000
5.035999999999609e-001	5.036000e-001	1.793297e+000
5.036999999999609e-001	5.037000e-001	1.793283e+000
5.037999999999608e-001	5.038000e-001	1.793270e+000
5.038999999999608e-001	5.039000e-001	1.793256e+000
5.039999999999608e-001	5.040000e-001	1.793242e+000
5.040999999999608e-001	5.041000e-001	1.793229e+000
5.041999999999608e-001	5.042000e-001	1.793215e+000
5.042999999999608e-001	5.043000e-001	1.793202e+000
5.043999999999608e-001	5.044000e-001	1.793188e+000
5.044999999999608e-001	5.045000e-001	1.793174e+000
5.045999999999608e-001	5.046000e-001	1.793160e+000
5.046999999999607e-001	5.047000e-001	1.793146e+000
5.047999999999607e-001	5.048000e-001	1.793133e+000
5.048999999999607e-001	5.049000e-001	1.793119e+000
5.049999999999607e-001	5.050000e-001	1.793105e+000
5.050999999999607e-001	5.051000e-001	1.793091e+000
5.051999999999607e-001	5.052000e-001	1.793077e+000
5.052999999999607e-001	5.053000e-001	1.793063e+000
5.053999999999607e-001	5.054000e-001	1.793049e+000
5.054999999999607e-001	5.055000e-001	1.793036e+000
5.055999999999606e-001	5.056000e-001	1.793021e+000
5.056999999999606e-001	5.057000e-001	1.793007e+000
5.057999999999606e-001	5.058000e-001	1.792993e+000
5.058999999999606e-001	5.059000e-001	1.792979e+000
5.059999999999606e-001	5.060000e-001	1.792965e+000
5.060999999999606e-001	5.061000e-001	1.792951e+000
5.061999999999606e-001	5.062000e-001	1.792937e+000
5.062999999999606e-001	5.063000e-001	1.792923e+000
5.063999999999606e-001	5.064000e-001	1.792909e+000
5.064999999999605e-001	5.065000e-001	1.792894e+000
5.065999999999605e-001	5.066000e-001	1.792880e+000
5.066999999999605e-001	5.067000e-001	1.792866e+000
5.067999999999605e-001	5.068000e-001	1.792852e+000
5.068999999999605e-001	5.069000e-001	1.792838e+000
5.069999999999605e-001	5.070000e-001	1.792823e+000
5.070999999999605e-001	5.071000e-001	1.792809e+000
5.071999999999605e-001	5.072000e-001	1.792794e+000
5.072999999999605e-001	5.073000e-001	1.792780e+000
5.073999999999604e-001	5.074000e-001	1.792766e+000
5.074999999999604e-001	5.075000e-001	1.792751e+000
5.075999999999604e-001	5.076000e-001	1.792737e+000
5.076999999999604e-001	5.077000e-001	1.792722e+000
5.077999999999604e-001	5.078000e-001	1.792708e+000
5.078999999999604e-001	5.079000e-001	1.792693e+000
5.079999999999604e-001	5.080000e-001	1.792679e+000
5.080999999999604e-001	5.081000e-001	1.792664e+000
5.081999999999604e-001	5.082000e-001	1.792649e+000
5.082999999999603e-001	5.083000e-001	1.792635e+000
5.083999999999603e-001	5.084000e-001	1.792620e+000
5.084999999999603e-001	5.085000e-001	1.792605e+000
5.085999999999603e-001	5.086000e-001	1.792591e+000
5.086999999999603e-001	5.087000e-001	1.792576e+000
5.087999999999603e-001	5.088000e-001	1.792561e+000
5.088999999999603e-001	5.089000e-001	1.792546e+000
5.089999999999603e-001	5.090000e-001	1.792532e+000
5.090999999999603e-001	5.091000e-001	1.792517e+000
5.091999999999602e-001	5.092000e-001	1.792502e+000
5.092999999999602e-001	5.093000e-001	1.792487e+000
5.093999999999602e-001	5.094000e-001	1.792472e+000
5.094999999999602e-001	5.095000e-001	1.792457e+000
5.095999999999602e-001	5.096000e-001	1.792442e+000
5.096999999999602e-001	5.097000e-001	1.792427e+000
5.097999999999602e-001	5.098000e-001	1.792412e+000
5.098999999999602e-001	5.099000e-001	1.792397e+000
5.099999999999602e-001	5.100000e-001	1.792382e+000
5.100999999999601e-001	5.101000e-001	1.792367e+000
5.101999999999601e-001	5.102000e-001	1.792352e+000
5.102999999999601e-001	5.103000e-001	1.792337e+000
5.103999999999601e-001	5.104000e-001	1.792322e+000
5.104999999999601e-001	5.105000e-001	1.792307e+000
5.105999999999601e-001	5.106000e-001	1.792291e+000
5.106999999999601e-001	5.107000e-001	1.792276e+000
5.107999999999601e-001	5.108000e-001	1.792261e+000
5.108999999999601e-001	5.109000e-001	1.792246e+000
5.109999999999600e-001	5.110000e-001	1.792230e+000
5.110999999999600e-001	5.111000e-001	1.792215e+000
5.111999999999600e-001	5.112000e-001	1.792200e+000
5.112999999999600e-001	5.113000e-001	1.792184e+000
5.113999999999600e-001	5.114000e-001	1.792169e+000
5.114999999999600e-001	5.115000e-001	1.792154e+000
5.115999999999600e-001	5.116000e-001	1.792138e+000
5.116999999999600e-001	5.117000e-001	1.792123e+000
5.117999999999600e-001	5.118000e-001	1.792107e+000
5.118999999999599e-001	5.119000e-001	1.792092e+000
5.119999999999599e-001	5.120000e-001	1.792076e+000
5.120999999999599e-001	5.121000e-001	1.792060e+000
5.121999999999599e-001	5.122000e-001	1.792045e+000
5.122999999999599e-001	5.123000e-001	1.792029e+000
5.123999999999599e-001	5.124000e-001	1.792014e+000
5.124999999999599e-001	5.125000e-001	1.791998e+000
5.125999999999599e-001	5.126000e-001	1.791982e+000
5.126999999999599e-001	5.127000e-001	1.791967e+000
5.127999999999598e-001	5.128000e-001	1.791951e+000
5.128999999999598e-001	5.129000e-001	1.791935e+000
5.129999999999598e-001	5.130000e-001	1.791919e+000
5.130999999999598e-001	5.131000e-001	1.791903e+000
5.131999999999598e-001	5.132000e-001	1.791888e+000
5.132999999999598e-001	5.133000e-001	1.791872e+000
5.133999999999598e-001	5.134000e-001	1.791856e+000
5.134999999999598e-001	5.135000e-001	1.791840e+000
5.135999999999598e-001	5.136000e-001	1.791824e+000
5.136999999999597e-001	5.137000e-001	1.791808e+000
5.137999999999597e-001	5.138000e-001	1.791792e+000
5.138999999999597e-001	5.139000e-001	1.791776e+000
5.139999999999597e-001	5.140000e-001	1.791760e+000
5.140999999999597e-001	5.141000e-001	1.791744e+000
5.141999999999597e-001	5.142000e-001	1.791728e+000
5.142999999999597e-001	5.143000e-001	1.791711e+000
5.143999999999597e-001	5.144000e-001	1.791695e+000
5.144999999999597e-001	5.145000e-001	1.791679e+000
5.145999999999597e-001	5.146000e-001	1.791663e+000
5.146999999999596e-001	5.147000e-001	1.791647e+000
5.147999999999596e-001	5.148000e-001	1.791630e+000
5.148999999999596e-001	5.149000e-001	1.791614e+000
5.149999999999596e-001	5.150000e-001	1.791598e+000
5.150999999999596e-001	5.151000e-001	1.791582e+000
5.151999999999596e-001	5.152000e-001	1.791565e+000
5.152999999999596e-001	5.153000e-001	1.791549e+000
5.153999999999596e-001	5.154000e-001	1.791532e+000
5.154999999999596e-001	5.155000e-001	1.791516e+000
5.155999999999595e-001	5.156000e-001	1.791499e+000
5.156999999999595e-001	5.157000e-001	1.791483e+000
5.157999999999595e-001	5.158000e-001	1.791466e+000
5.158999999999595e-001	5.159000e-001	1.791450e+000
5.159999999999595e-001	5.160000e-001	1.791433e+000
5.160999999999595e-001	5.161000e-001	1.791417e+000
5.161999999999595e-001	5.162000e-001	1.791400e+000
5.162999999999595e-001	5.163000e-001	1.791383e+000
5.163999999999595e-001	5.164000e-001	1.791367e+000
5.164999999999594e-001	5.165000e-001	1.791350e+000
5.165999999999594e-001	5.166000e-001	1.791333e+000
5.166999999999594e-001	5.167000e-001	1.791317e+000
5.167999999999594e-001	5.168000e-001	1.791300e+000
5.168999999999594e-001	5.169000e-001	1.791283e+000
5.169999999999594e-001	5.170000e-001	1.791266e+000
5.170999999999594e-001	5.171000e-001	1.791249e+000
5.171999999999594e-001	5.172000e-001	1.791232e+000
5.172999999999594e-001	5.173000e-001	1.791215e+000
5.173999999999593e-001	5.174000e-001	1.791198e+000
5.174999999999593e-001	5.175000e-001	1.791182e+000
5.175999999999593e-001	5.176000e-001	1.791165e+000
5.176999999999593e-001	5.177000e-001	1.791147e+000
5.177999999999593e-001	5.178000e-001	1.791130e+000
5.178999999999593e-001	5.179000e-001	1.791113e+000
5.179999999999593e-001	5.180000e-001	1.791096e+000
5.180999999999593e-001	5.181000e-001	1.791079e+000
5.181999999999593e-001	5.182000e-001	1.791062e+000
5.182999999999592e-001	5.183000e-001	1.791045e+000
5.183999999999592e-001	5.184000e-001	1.791028e+000
5.184999999999592e-001	5.185000e-001	1.791010e+000
5.185999999999592e-001	5.186000e-001	1.790993e+000
5.186999999999592e-001	5.187000e-001	1.790976e+000
5.187999999999592e-001	5.188000e-001	1.790959e+000
5.188999999999592e-001	5.189000e-001	1.790941e+000
5.189999999999592e-001	5.190000e-001	1.790924e+000
5.190999999999592e-001	5.191000e-001	1.790906e+000
5.191999999999591e-001	5.192000e-001	1.790889e+000
5.192999999999591e-001	5.193000e-001	1.790872e+000
5.193999999999591e-001	5.194000e-001	1.790854e+000
5.194999999999591e-001	5.195000e-001	1.790836e+000
5.195999999999591e-001	5.196000e-001	1.790819e+000
5.196999999999591e-001	5.197000e-001	1.790801e+000
5.197999999999591e-001	5.198000e-001	1.790784e+000
5.198999999999591e-001	5.199000e-001	1.790766e+000
5.199999999999591e-001	5.200000e-001	1.790749e+000
5.200999999999590e-001	5.201000e-001	1.790731e+000
5.201999999999590e-001	5.202000e-001	1.790713e+000
5.202999999999590e-001	5.203000e-001	1.790695e+000
5.203999999999590e-001	5.204000e-001	1.790678e+000
5.204999999999590e-001	5.205000e-001	1.790660e+000
5.205999999999590e-001	5.206000e-001	1.790642e+000
5.206999999999590e-001	5.207000e-001	1.790624e+000
5.207999999999590e-001	5.208000e-001	1.790606e+000
5.208999999999590e-001	5.209000e-001	1.790588e+000
5.209999999999589e-001	5.210000e-001	1.790571e+000
5.210999999999589e-001	5.211000e-001	1.790553e+000
5.211999999999589e-001	5.212000e-001	1.790535e+000
5.212999999999589e-001	5.213000e-001	1.790517e+000
5.213999999999589e-001	5.214000e-001	1.790499e+000
5.214999999999589e-001	5.215000e-001	1.790481e+000
5.215999999999589e-001	5.216000e-001	1.790462e+000
5.216999999999589e-001	5.217000e-001	1.790444e+000
5.217999999999589e-001	5.218000e-001	1.790426e+000
5.218999999999588e-001	5.219000e-001	1.790408e+000
5.219999999999588e-001	5.220000e-001	1.790390e+000
5.220999999999588e-001	5.221000e-001	1.790372e+000
5.221999999999588e-001	5.222000e-001	1.790353e+000
5.222999999999588e-001	5.223000e-001	1.790335e+000
5.223999999999588e-001	5.224000e-001	1.790317e+000
5.224999999999588e-001	5.225000e-001	1.790299e+000
5.225999999999588e-001	5.226000e-001	1.790280e+000
5.226999999999588e-001	5.227000e-001	1.790262e+000
5.227999999999587e-001	5.228000e-001	1.790243e+000
5.228999999999587e-001	5.229000e-001	1.790225e+000
5.229999999999587e-001	5.230000e-001	1.790206e+000
5.230999999999587e-001	5.231000e-001	1.790188e+000
5.231999999999587e-001	5.232000e-001	1.790169e+000
5.232999999999587e-001	5.233000e-001	1.790151e+000
5.233999999999587e-001	5.234000e-001	1.790132e+000
5.234999999999587e-001	5.235000e-001	1.790114e+000
5.235999999999587e-001	5.236000e-001	1.790095e+000
5.236999999999586e-001	5.237000e-001	1.790076e+000
5.237999999999586e-001	5.238000e-001	1.790058e+000
5.238999999999586e-001	5.239000e-001	1.790039e+000
5.239999999999586e-001	5.240000e-001	1.790020e+000
5.240999999999586e-001	5.241000e-001	1.790001e+000
5.241999999999586e-001	5.242000e-001	1.789983e+000
5.242999999999586e-001	5.243000e-001	1.789964e+000
5.243999999999586e-001	5.244000e-001	1.789945e+000
5.244999999999586e-001	5.245000e-001	1.789926e+000
5.245999999999585e-001	5.246000e-001	1.789907e+000
5.246999999999585e-001	5.247000e-001	1.789888e+000
5.247999999999585e-001	5.248000e-001	1.789869e+000
5.248999999999585e-001	5.249000e-001	1.789850e+000
5.249999999999585e-001	5.250000e-001	1.789831e+000
5.250999999999585e-001	5.251000e-001	1.789812e+000
5.251999999999585e-001	5.252000e-001	1.789793e+000
5.252999999999585e-001	5.253000e-001	1.789774e+000
5.253999999999585e-001	5.254000e-001	1.789755e+000
5.254999999999584e-001	5.255000e-001	1.789736e+000
5.255999999999584e-001	5.256000e-001	1.789716e+000
5.256999999999584e-001	5.257000e-001	1.789697e+000
5.257999999999584e-001	5.258000e-001	1.789678e+000
5.258999999999584e-001	5.259000e-001	1.789659e+000
5.259999999999584e-001	5.260000e-001	1.789639e+000
5.260999999999584e-001	5.261000e-001	1.789620e+000
5.261999999999584e-001	5.262000e-001	1.789600e+000
5.262999999999584e-001	5.263000e-001	1.789581e+000
5.263999999999584e-001	5.264000e-001	1.789562e+000
5.264999999999583e-001	5.265000e-001	1.789542e+000
5.265999999999583e-001	5.266000e-001	1.789523e+000
5.266999999999583e-001	5.267000e-001	1.789503e+000
5.267999999999583e-001	5.268000e-001	1.789484e+000
5.268999999999583e-001	5.269000e-001	1.789464e+000
5.269999999999583e-001	5.270000e-001	1.789444e+000
5.270999999999583e-001	5.271000e-001	1.789425e+000
5.271999999999583e-001	5.272000e-001	1.789405e+000
5.272999999999583e-001	5.273000e-001	1.789385e+000
5.273999999999582e-001	5.274000e-001	1.789366e+000
5.274999999999582e-001	5.275000e-001	1.789346e+000
5.275999999999582e-001	5.276000e-001	1.789326e+000
5.276999999999582e-001	5.277000e-001	1.789306e+000
5.277999999999582e-001	5.278000e-001	1.789286e+000
5.278999999999582e-001	5.279000e-001	1.789267e+000
5.279999999999582e-001	5.280000e-001	1.789247e+000
5.280999999999582e-001	5.281000e-001	1.789227e+000
5.281999999999582e-001	5.282000e-001	1.789207e+000
5.282999999999581e-001	5.283000e-001	1.789187e+000
5.283999999999581e-001	5.284000e-001	1.789167e+000
5.284999999999581e-001	5.285000e-001	1.789147e+000
5.285999999999581e-001	5.286000e-001	1.789127e+000
5.286999999999581e-001	5.287000e-001	1.789106e+000
5.287999999999581e-001	5.288000e-001	1.789086e+000
5.288999999999581e-001	5.289000e-001	1.789066e+000
5.289999999999581e-001	5.290000e-001	1.789046e+000
5.290999999999581e-001	5.291000e-001	1.789026e+000
5.291999999999580e-001	5.292000e-001	1.789006e+000
5.292999999999580e-001	5.293000e-001	1.788985e+000
5.293999999999580e-001	5.294000e-001	1.788965e+000
5.294999999999580e-001	5.295000e-001	1.788945e+000
5.295999999999580e-001	5.296000e-001	1.788924e+000
5.296999999999580e-001	5.297000e-001	1.788904e+000
5.297999999999580e-001	5.298000e-001	1.788883e+000
5.298999999999580e-001	5.299000e-001	1.788863e+000
5.299999999999580e-001	5.300000e-001	1.788842e+000
5.300999999999579e-001	5.301000e-001	1.788822e+000
5.301999999999579e-001	5.302000e-001	1.788801e+000
5.302999999999579e-001	5.303000e-001	1.788781e+000
5.303999999999579e-001	5.304000e-001	1.788760e+000
5.304999999999579e-001	5.305000e-001	1.788739e+000
5.305999999999579e-001	5.306000e-001	1.788719e+000
5.306999999999579e-001	5.307000e-001	1.788698e+000
5.307999999999579e-001	5.308000e-001	1.788677e+000
5.308999999999579e-001	5.309000e-001	1.788657e+000
5.309999999999578e-001	5.310000e-001	1.788636e+000
5.310999999999578e-001	5.311000e-001	1.788615e+000
5.311999999999578e-001	5.312000e-001	1.788594e+000
5.312999999999578e-001	5.313000e-001	1.788573e+000
5.313999999999578e-001	5.314000e-001	1.788552e+000
5.314999999999578e-001	5.315000e-001	1.788531e+000
5.315999999999578e-001	5.316000e-001	1.788510e+000
5.316999999999578e-001	5.317000e-001	1.788489e+000
5.317999999999578e-001	5.318000e-001	1.788468e+000
5.318999999999577e-001	5.319000e-001	1.788447e+000
5.319999999999577e-001	5.320000e-001	1.788426e+000
5.320999999999577e-001	5.321000e-001	1.788405e+000
5.321999999999577e-001	5.322000e-001	1.788384e+000
5.322999999999577e-001	5.323000e-001	1.788363e+000
5.323999999999577e-001	5.324000e-001	1.788342e+000
5.324999999999577e-001	5.325000e-001	1.788320e+000
5.325999999999577e-001	5.326000e-001	1.788299e+000
5.326999999999577e-001	5.327000e-001	1.788278e+000
5.327999999999576e-001	5.328000e-001	1.788256e+000
5.328999999999576e-001	5.329000e-001	1.788235e+000
5.329999999999576e-001	5.330000e-001	1.788214e+000
5.330999999999576e-001	5.331000e-001	1.788192e+000
5.331999999999576e-001	5.332000e-001	1.788171e+000
5.332999999999576e-001	5.333000e-001	1.788149e+000
5.333999999999576e-001	5.334000e-001	1.788128e+000
5.334999999999576e-001	5.335000e-001	1.788106e+000
5.335999999999576e-001	5.336000e-001	1.788085e+000
5.336999999999575e-001	5.337000e-001	1.788063e+000
5.337999999999575e-001	5.338000e-001	1.788041e+000
5.338999999999575e-001	5.339000e-001	1.788020e+000
5.339999999999575e-001	5.340000e-001	1.787998e+000
5.340999999999575e-001	5.341000e-001	1.787976e+000
5.341999999999575e-001	5.342000e-001	1.787954e+000
5.342999999999575e-001	5.343000e-001	1.787933e+000
5.343999999999575e-001	5.344000e-001	1.787911e+000
5.344999999999575e-001	5.345000e-001	1.787889e+000
5.345999999999574e-001	5.346000e-001	1.787867e+000
5.346999999999574e-001	5.347000e-001	1.787845e+000
5.347999999999574e-001	5.348000e-001	1.787823e+000
5.348999999999574e-001	5.349000e-001	1.787801e+000
5.349999999999574e-001	5.350000e-001	1.787779e+000
5.350999999999574e-001	5.351000e-001	1.787757e+000
5.351999999999574e-001	5.352000e-001	1.787735e+000
5.352999999999574e-001	5.353000e-001	1.787713e+000
5.353999999999574e-001	5.354000e-001	1.787691e+000
5.354999999999573e-001	5.355000e-001	1.787669e+000
5.355999999999573e-001	5.356000e-001	1.787647e+000
5.356999999999573e-001	5.357000e-001	1.787624e+000
5.357999999999573e-001	5.358000e-001	1.787602e+000
5.358999999999573e-001	5.359000e-001	1.787580e+000
5.359999999999573e-001	5.360000e-001	1.787557e+000
5.360999999999573e-001	5.361000e-001	1.787535e+000
5.361999999999573e-001	5.362000e-001	1.787513e+000
5.362999999999573e-001	5.363000e-001	1.787490e+000
5.363999999999572e-001	5.364000e-001	1.787468e+000
5.364999999999572e-001	5.365000e-001	1.787445e+000
5.365999999999572e-001	5.366000e-001	1.787423e+000
5.366999999999572e-001	5.367000e-001	1.787400e+000
5.367999999999572e-001	5.368000e-001	1.787378e+000
5.368999999999572e-001	5.369000e-001	1.787355e+000
5.369999999999572e-001	5.370000e-001	1.787333e+000
5.370999999999572e-001	5.371000e-001	1.787310e+000
5.371999999999572e-001	5.372000e-001	1.787287e+000
5.372999999999572e-001	5.373000e-001	1.787264e+000
5.373999999999571e-001	5.374000e-001	1.787242e+000
5.374999999999571e-001	5.375000e-001	1.787219e+000
5.375999999999571e-001	5.376000e-001	1.787196e+000
5.376999999999571e-001	5.377000e-001	1.787173e+000
5.377999999999571e-001	5.378000e-001	1.787150e+000
5.378999999999571e-001	5.379000e-001	1.787127e+000
5.379999999999571e-001	5.380000e-001	1.787104e+000
5.380999999999571e-001	5.381000e-001	1.787081e+000
5.381999999999571e-001	5.382000e-001	1.787058e+000
5.382999999999570e-001	5.383000e-001	1.787035e+000
5.383999999999570e-001	5.384000e-001	1.787012e+000
5.384999999999570e-001	5.385000e-001	1.786989e+000
5.385999999999570e-001	5.386000e-001	1.786966e+000
5.386999999999570e-001	5.387000e-001	1.786943e+000
5.387999999999570e-001	5.388000e-001	1.786920e+000
5.388999999999570e-001	5.389000e-001	1.786896e+000
5.389999999999570e-001	5.390000e-001	1.786873e+000
5.390999999999570e-001	5.391000e-001	1.786850e+000
5.391999999999569e-001	5.392000e-001	1.786826e+000
5.392999999999569e-001	5.393000e-001	1.786803e+000
5.393999999999569e-001	5.394000e-001	1.786780e+000
5.394999999999569e-001	5.395000e-001	1.786756e+000
5.395999999999569e-001	5.396000e-001	1.786733e+000
5.396999999999569e-001	5.397000e-001	1.786709e+000
5.397999999999569e-001	5.398000e-001	1.786686e+000
5.398999999999569e-001	5.399000e-001	1.786662e+000
5.399999999999569e-001	5.400000e-001	1.786639e+000
5.400999999999568e-001	5.401000e-001	1.786615e+000
5.401999999999568e-001	5.402000e-001	1.786591e+000
5.402999999999568e-001	5.403000e-001	1.786568e+000
5.403999999999568e-001	5.404000e-001	1.786544e+000
5.404999999999568e-001	5.405000e-001	1.786520e+000
5.405999999999568e-001	5.406000e-001	1.786496e+000
5.406999999999568e-001	5.407000e-001	1.786473e+000
5.407999999999568e-001	5.408000e-001	1.786449e+000
5.408999999999568e-001	5.409000e-001	1.786425e+000
5.409999999999567e-001	5.410000e-001	1.786401e+000
5.410999999999567e-001	5.411000e-001	1.786377e+000
5.411999999999567e-001	5.412000e-001	1.786353e+000
5.412999999999567e-001	5.413000e-001	1.786329e+000
5.413999999999567e-001	5.414000e-001	1.786305e+000
5.414999999999567e-001	5.415000e-001	1.786281e+000
5.415999999999567e-001	5.416000e-001	1.786257e+000
5.416999999999567e-001	5.417000e-001	1.786233e+000
5.417999999999567e-001	5.418000e-001	1.786209e+000
5.418999999999566e-001	5.419000e-001	1.786184e+000
5.419999999999566e-001	5.420000e-001	1.786160e+000
5.420999999999566e-001	5.421000e-001	1.786136e+000
5.421999999999566e-001	5.422000e-001	1.786111e+000
5.422999999999566e-001	5.423000e-001	1.786087e+000
5.423999999999566e-001	5.424000e-001	1.786063e+000
5.424999999999566e-001	5.425000e-001	1.786038e+000
5.425999999999566e-001	5.426000e-001	1.786014e+000
5.426999999999566e-001	5.427000e-001	1.785990e+000
